SAMPLE_N,5hmC_ID,5mC_ID
SAMPLE_1596,lung-P01LD956,lung-M318-P01LD956
SAMPLE_1597,lung-P01LD959,lung-M92-P01LD959
SAMPLE_1598,lung-P01LD961,lung-M317-P01LD961
SAMPLE_1599,lung-P01LD964,lung-M322-P01LD964
SAMPLE_1600,lung-P01LD968,lung-M311-P01LD968
SAMPLE_1601,lung-P01LD974,lung-M92-P01LD974
SAMPLE_1602,lung-P01LD978,lung-M327-P01LD978
SAMPLE_1603,lung-P01LD987,lung-M83-P01LD987
SAMPLE_1604,lung-P01LD993,lung-M328-P01LD993
SAMPLE_1605,lung-P01LD996,lung-M95-P01LD996
SAMPLE_1606,lung-P01LE044,lung-M83-P01LE044
SAMPLE_1607,lung-P01LE060,lung-M84-P01LE060
SAMPLE_1608,lung-P01LE064,lung-M83-P01LE064
SAMPLE_1609,lung-P01LE102,lung-M321-P01LE102
SAMPLE_1610,lung-P01LE126,lung-M86-P01LE126
SAMPLE_1611,lung-P01LE161,lung-M92-P01LE161
SAMPLE_1612,lung-P01LE169,lung-M319-P01LE169
SAMPLE_1613,lung-P01LE170,lung-M87-P01LE170
SAMPLE_1614,lung-P01LE177,lung-M83-P01LE177
SAMPLE_1615,lung-P01LE182,lung-M85-P01LE182
SAMPLE_1616,lung-P01LE183,lung-M83-P01LE183
SAMPLE_1617,lung-P01LE189,lung-M84-P01LE189
SAMPLE_1618,lung-P01LE203,lung-M86-P01LE203
SAMPLE_1619,lung-P01LE211,lung-M322-P01LE211
SAMPLE_1620,lung-P01LE225,lung-M312-M312-P01LE225
SAMPLE_1621,lung-P01LE236,lung-M325-P01LE236
SAMPLE_1622,lung-P01LE245,lung-M237-P01LE245
SAMPLE_1623,lung-P01LE247,lung-M313-M313-P01LE247
SAMPLE_1624,lung-P01LE255,lung-M328-P01LE255
SAMPLE_1625,lung-P01LE257,lung-M91-P01LE257
SAMPLE_1626,lung-P01LE261,lung-M324-P01LE261
SAMPLE_1627,lung-P01LE262,lung-M315-P01LE262
SAMPLE_1628,lung-P01LE269,lung-M329-P01LE269
SAMPLE_1629,lung-P01LE277,lung-M325-P01LE277
SAMPLE_1630,lung-P01LE279,lung-M324-P01LE279
SAMPLE_1631,lung-P01LE281,lung-M325-P01LE281
SAMPLE_1632,lung-P01LE282,lung-M325-P01LE282
SAMPLE_1633,lung-P01LE284,lung-M325-P01LE284
SAMPLE_1634,lung-P01LE285,lung-M319-P01LE285
SAMPLE_1635,lung-P01LE286,lung-M323-P01LE286
SAMPLE_1636,lung-P01LE299,lung-M95-P01LE299
SAMPLE_1637,lung-P01LE301,lung-M311-P01LE301
SAMPLE_1638,lung-P01LE305,lung-M327-P01LE305
SAMPLE_1639,lung-P01LE306,lung-M95-P01LE306
SAMPLE_1640,lung-P01LE307,lung-M323-P01LE307
SAMPLE_1641,lung-P01LE309,lung-M95-P01LE309
SAMPLE_1642,lung-P01LE314,lung-M314-P01LE314
SAMPLE_1643,lung-P01LE316,lung-M329-P01LE316
SAMPLE_1644,lung-P01LE323,lung-M311-P01LE323
SAMPLE_1645,lung-P01LE330,lung-M85-P01LE330
SAMPLE_1646,lung-P01LE351,lung-M84-P01LE351
SAMPLE_1647,lung-P01LE367,lung-M89-P01LE367
SAMPLE_1648,lung-P01LE375,lung-M90-P01LE375
SAMPLE_1649,lung-P01LE380,lung-M95-P01LE380
SAMPLE_1650,lung-P01LE397,lung-M324-P01LE397
SAMPLE_1651,lung-P01LE400,lung-M88-P01LE400
SAMPLE_1652,lung-P01LE424,lung-M89-P01LE424
SAMPLE_1653,lung-P01LE485,lung-M84-P01LE485
SAMPLE_1654,lung-P01LE537,lung-M109-P01LE537
SAMPLE_1655,lung-P01LE549,lung-M250-P01LE549
SAMPLE_1656,lung-P01LE580,lung-M108-P01LE580
SAMPLE_1657,lung-P01LE582,lung-M93-P01LE582
SAMPLE_1658,lung-P01LE585,lung-M84-P01LE585
SAMPLE_1659,lung-P01LE654,lung-M85-P01LE654
SAMPLE_1660,lung-P01LE661,lung-M88-P01LE661
SAMPLE_1661,lung-P01LE678,lung-M94-P01LE678
SAMPLE_1662,lung-P01LE679,lung-M108-P01LE679
SAMPLE_1663,lung-P01LE682,lung-M85-P01LE682
SAMPLE_1664,lung-P01LE708,lung-M84-P01LE708
SAMPLE_1665,lung-P01LE734,lung-M107-P01LE734
SAMPLE_1666,lung-P01LE742,lung-M107-P01LE742
SAMPLE_1667,lung-P01LE750,lung-M90-P01LE750
SAMPLE_1668,lung-P01LE778,lung-M108-P01LE778
SAMPLE_1669,lung-P01LE784,lung-M108-P01LE784
SAMPLE_1670,lung-P01LE794,lung-M322-P01LE794
SAMPLE_1671,lung-P01LE815,lung-M98-P01LE815
SAMPLE_1672,lung-P01LE819,lung-M108-P01LE819
SAMPLE_1673,lung-P01LE828,lung-M90-P01LE828
SAMPLE_1674,lung-P01LE834,lung-M97-P01LE834
SAMPLE_1675,lung-P01LE836,lung-M93-P01LE836
SAMPLE_1676,lung-P01LE840,lung-M98-P01LE840
SAMPLE_1677,lung-P01LE841,lung-M93-P01LE841
SAMPLE_1678,lung-P03LA002,lung-M114-P03LA002
SAMPLE_1679,lung-P03LA003,lung-M124-P03LA003
SAMPLE_1680,lung-P03LA005,lung-M115-P03LA005
SAMPLE_1681,lung-P03LA006,lung-M113-P03LA006
SAMPLE_1682,lung-P03LA008,lung-M115-P03LA008
SAMPLE_1683,lung-P03LA009,lung-M125-P03LA009
SAMPLE_1684,lung-P03LA011,lung-M114-P03LA011
SAMPLE_1685,lung-P03LA013,lung-M257-P03LA013
SAMPLE_1686,lung-P03LA014,lung-M115-P03LA014
SAMPLE_1687,lung-P03LA016,lung-M114-P03LA016
SAMPLE_1688,lung-P03LA017,lung-M114-P03LA017
SAMPLE_1689,lung-P03LA018,lung-M125-P03LA018
SAMPLE_1690,lung-P03LA020,lung-M129-P03LA020
SAMPLE_1691,lung-P03LA022,lung-M129-P03LA022
SAMPLE_1692,lung-P03LA025,lung-M116-P03LA025
SAMPLE_1693,lung-P03LA026,lung-M114-P03LA026
SAMPLE_1694,lung-P03LA027,lung-M115-P03LA027
SAMPLE_1695,lung-P03LA028,lung-M128-P03LA028
SAMPLE_1696,lung-P03LA029,lung-M127-P03LA029
SAMPLE_1697,lung-P03LA034,lung-M129-P03LA034
SAMPLE_1698,lung-P03LA036,lung-M128-P03LA036
SAMPLE_1699,lung-P03LA037,lung-M114-P03LA037
SAMPLE_1700,lung-P03LA039,lung-M258-P03LA039
SAMPLE_1701,lung-P03LA041,lung-M125-P03LA041
SAMPLE_1702,lung-P03LA042,lung-M115-P03LA042
SAMPLE_1703,lung-P03LA044,lung-M257-P03LA044
SAMPLE_1704,lung-P03LA048,lung-M257-P03LA048
SAMPLE_1705,lung-P03LA049,lung-M257-P03LA049
SAMPLE_1706,lung-P03LA051,lung-M128-P03LA051
SAMPLE_1707,lung-P03LA052,lung-M113-P03LA052
SAMPLE_1708,lung-P03LA054,lung-M114-P03LA054
SAMPLE_1709,lung-P03LA057,lung-M128-P03LA057
SAMPLE_1710,lung-P03LA059,lung-M114-P03LA059
SAMPLE_1711,lung-P03LA060,lung-M115-P03LA060
SAMPLE_1712,lung-P03LA063,lung-M265-P03LA063
SAMPLE_1713,lung-P03LA065,lung-M265-P03LA065
SAMPLE_1714,lung-P03LA066,lung-M259-P03LA066
SAMPLE_1715,lung-P03LA067,lung-M265-P03LA067
SAMPLE_1716,lung-P03LA070,lung-M128-P03LA070
SAMPLE_1717,lung-P03LA072,lung-M113-P03LA072
SAMPLE_1718,lung-P03LA074,lung-M128-P03LA074
SAMPLE_1719,lung-P03LA075,lung-M128-P03LA075
SAMPLE_1720,lung-P03LA076,lung-M115-P03LA076
SAMPLE_1721,lung-P03LA077,lung-M265-P03LA077
SAMPLE_1722,lung-P03LA078,lung-M114-P03LA078
SAMPLE_1723,lung-P03LA080,lung-M264-P03LA080
SAMPLE_1724,lung-P03LA082,lung-M128-P03LA082
SAMPLE_1725,lung-P03LA083,lung-M129-P03LA083
SAMPLE_1726,lung-P03LA085,lung-M128-P03LA085
SAMPLE_1727,lung-P03LA086,lung-M264-P03LA086
SAMPLE_1728,lung-P03LA087,lung-M264-P03LA087
SAMPLE_1729,lung-P03LA088,lung-M115-P03LA088
SAMPLE_1730,lung-P03LA090,lung-M259-P03LA090
SAMPLE_1731,lung-P03LA096,lung-M266-P03LA096
SAMPLE_1732,lung-P03LA097,lung-M266-P03LA097
SAMPLE_1733,lung-P03LA102,lung-M115-P03LA102
SAMPLE_1734,lung-P03LA103,lung-M114-P03LA103
SAMPLE_1735,lung-P03LA154,lung-M266-P03LA154
SAMPLE_1736,lung-P03LA168,lung-M267-P03LA168
SAMPLE_1737,lung-P03LA174,lung-M266-P03LA174
SAMPLE_1738,lung-P03LA177,lung-M260-P03LA177
SAMPLE_1739,lung-P03LA180,lung-M266-P03LA180
SAMPLE_1740,lung-P03LA182,lung-M265-P03LA182
SAMPLE_1741,lung-P03LA185,lung-M267-P03LA185
SAMPLE_1742,lung-P03LA188,lung-M267-P03LA188
SAMPLE_1743,lung-P05EA015,lung-M263-P05EA015
SAMPLE_1744,lung-P05EA024,lung-M270-P05EA024
SAMPLE_1745,lung-P05EA036,lung-M262-P05EA036
SAMPLE_1746,lung-P05EA038,lung-M268-P05EA038
SAMPLE_1747,lung-P05EA054,lung-M263-P05EA054
SAMPLE_1748,lung-P05EA055,lung-M260-P05EA055
SAMPLE_1749,lung-P05EA056,lung-M267-P05EA056
SAMPLE_1750,lung-P05EA063,lung-M260-P05EA063
SAMPLE_1751,lung-P05EA065,lung-M270-P05EA065
SAMPLE_1752,lung-P05EA070,lung-M272-P05EA070
SAMPLE_1753,lung-P05EA071,lung-M263-P05EA071
SAMPLE_1754,lung-P05EA073,lung-M258-P05EA073
SAMPLE_1755,lung-P05EA074,lung-M263-P05EA074
SAMPLE_1756,lung-P05EA078,lung-M270-P05EA078
SAMPLE_1757,lung-P05EA079,lung-M268-P05EA079
SAMPLE_1758,lung-P05EA081,lung-M269-P05EA081
SAMPLE_1759,lung-P05EA083,lung-M258-P05EA083
SAMPLE_1760,lung-P05EA084,lung-M269-P05EA084
SAMPLE_1761,lung-P05EA085,lung-M262-P05EA085
SAMPLE_1762,lung-P05EA088,lung-M263-P05EA088
SAMPLE_1763,lung-P05EA089,lung-M258-P05EA089
SAMPLE_1764,lung-P05EA092,lung-M262-P05EA092
SAMPLE_1765,lung-P05EA096,lung-M262-P05EA096
SAMPLE_1766,lung-P05EA097,lung-M267-P05EA097
SAMPLE_1767,lung-P05EA098,lung-M260-P05EA098
SAMPLE_1768,lung-P05EA099,lung-M267-P05EA099
SAMPLE_1769,lung-P05EA100,lung-M261-P05EA100
SAMPLE_1770,lung-P05LA082,lung-M263-P05LA082
SAMPLE_1771,lung-P05MA043,lung-M269-P05MA043
SAMPLE_1772,lung-P07LA001,lung-M117-P07LA001
SAMPLE_1773,lung-P07LA002,lung-M156-P07LA002
SAMPLE_1774,lung-P07LA004,lung-M121-P07LA004
SAMPLE_1775,lung-P07LA005,lung-M82-P07LA005
SAMPLE_1776,lung-P07LA006,lung-M121-P07LA006
SAMPLE_1777,lung-P07LA007,lung-M111-P07LA007
SAMPLE_1778,lung-P07LA009,lung-M109-P07LA009
SAMPLE_1779,lung-P07LA011,lung-M113-P07LA011
SAMPLE_1780,lung-P07LA017,lung-M156-P07LA017
SAMPLE_1781,lung-P07LA018,lung-M141-P07LA018
SAMPLE_1782,lung-P07LA020,lung-M155-P07LA020
SAMPLE_1783,lung-P07LA021,lung-M112-P07LA021
SAMPLE_1784,lung-P07LA023,lung-M111-P07LA023
SAMPLE_1785,lung-P07LA024,lung-M153-P07LA024
SAMPLE_1786,lung-P07LA025,lung-M112-P07LA025
SAMPLE_1787,lung-P07LA026,lung-M121-P07LA026
SAMPLE_1788,lung-P07LA032,lung-M141-P07LA032
SAMPLE_1789,lung-P07LA035,lung-M155-P07LA035
SAMPLE_1790,lung-P07LA036,lung-M145-P07LA036
SAMPLE_1791,lung-P07LA037,lung-M141-P07LA037
SAMPLE_1792,lung-P07LA038,lung-M145-P07LA038
SAMPLE_1793,lung-P07LA039,lung-M155-P07LA039
SAMPLE_1794,lung-P07LA040,lung-M112-P07LA040
SAMPLE_1795,lung-P07LA041,lung-M112-P07LA041
SAMPLE_1796,lung-P07LA042,lung-M113-P07LA042
SAMPLE_1797,lung-P07LA043,lung-M112-P07LA043
SAMPLE_1798,lung-P07LA044,lung-M121-P07LA044
SAMPLE_1799,lung-P07LA045,lung-M112-P07LA045
SAMPLE_1800,lung-P07LA046,lung-M113-P07LA046
SAMPLE_1801,lung-P07LA047,lung-M139-P07LA047
SAMPLE_1802,lung-P07LA048,lung-M111-P07LA048
SAMPLE_1803,lung-P07LA049,lung-M112-P07LA049
SAMPLE_1804,lung-P07LA050,lung-M112-P07LA050
SAMPLE_1805,lung-P07LA053,lung-M155-P07LA053
SAMPLE_1806,lung-P07LA055,lung-M156-P07LA055
SAMPLE_1807,lung-P07LA056,lung-M156-P07LA056
SAMPLE_1808,lung-P07LA057,lung-M156-P07LA057
SAMPLE_1809,lung-P07LA058,lung-M117-P07LA058
SAMPLE_1810,lung-P07LA059,lung-M156-P07LA059
SAMPLE_1811,lung-P07LA061,lung-M117-P07LA061
SAMPLE_1812,lung-P07LA062,lung-M123-P07LA062
SAMPLE_1813,lung-P07LA063,lung-M156-P07LA063
SAMPLE_1814,lung-P07LA064,lung-M142-P07LA064
SAMPLE_1815,lung-P07LA065,lung-M156-P07LA065
SAMPLE_1816,lung-P07LA066,lung-M145-P07LA066
SAMPLE_1817,lung-P07LA067,lung-M112-P07LA067
SAMPLE_1818,lung-P07LA068,lung-M139-P07LA068
SAMPLE_1819,lung-P07LA069,lung-M141-P07LA069
SAMPLE_1820,lung-P07LA071,lung-M139-P07LA071
SAMPLE_1821,lung-P07LA072,lung-M145-P07LA072
SAMPLE_1822,lung-P07LA073,lung-M142-P07LA073
SAMPLE_1823,lung-P07LA100,lung-M117-P07LA100
SAMPLE_1824,lung-P07LA106,lung-M102-P07LA106
SAMPLE_1825,lung-P07LA113,lung-M123-P07LA113
SAMPLE_1826,lung-P07LA117,lung-M125-P07LA117
SAMPLE_1827,lung-P07LA118,lung-M125-P07LA118
SAMPLE_1828,lung-P07LA120,lung-M125-P07LA120
SAMPLE_1829,lung-P07LA121,lung-M125-P07LA121
SAMPLE_1830,lung-P07LA122,lung-M124-P07LA122
SAMPLE_1831,lung-P07LA123,lung-M126-P07LA123
SAMPLE_1832,lung-P07LA124,lung-M118-P07LA124
SAMPLE_1833,lung-P07LA126,lung-M82-P07LA126
SAMPLE_1834,lung-P07LA129,lung-M81-P07LA129
SAMPLE_1835,lung-P07LA130,lung-M82-P07LA130
SAMPLE_1836,lung-P07LA131,lung-M124-P07LA131
SAMPLE_1837,lung-P07LA132,lung-M81-P07LA132
SAMPLE_1838,lung-P07LA134,lung-M118-P07LA134
SAMPLE_1839,lung-P07LA136,lung-M102-P07LA136
SAMPLE_1840,lung-P07LA137,lung-M109-P07LA137
SAMPLE_1841,lung-P07LA139,lung-M120-P07LA139
SAMPLE_1842,lung-P07LA140,lung-M120-P07LA140
SAMPLE_1843,lung-P07LA141,lung-M117-P07LA141
SAMPLE_1844,lung-P07LA142,lung-M124-P07LA142
SAMPLE_1845,lung-P07LA143,lung-M117-P07LA143
SAMPLE_1846,lung-P07LA144,lung-M118-P07LA144
SAMPLE_1847,lung-P07LA145,lung-M138-P07LA145
SAMPLE_1848,lung-P07LA146,lung-M124-P07LA146
SAMPLE_1849,lung-P07LA148,lung-M118-P07LA148
SAMPLE_1850,lung-P07LA150,lung-M80-P07LA150
SAMPLE_1851,lung-P07LA151,lung-M138-P07LA151
SAMPLE_1852,lung-P07LA152,lung-M117-P07LA152
SAMPLE_1853,lung-P07LA153,lung-M102-P07LA153
SAMPLE_1854,lung-P07LA154,lung-M106-P07LA154
SAMPLE_1855,lung-P07LA156,lung-M102-P07LA156
SAMPLE_1856,lung-P07LA157,lung-M123-P07LA157
SAMPLE_1857,lung-P07LA158,lung-M109-P07LA158
SAMPLE_1858,lung-P07LA159,lung-M118-P07LA159
SAMPLE_1859,lung-P07LA162,lung-M118-P07LA162
SAMPLE_1860,lung-P07LA163,lung-M107-P07LA163
SAMPLE_1861,lung-P07LA165,lung-M119-P07LA165
SAMPLE_1862,lung-P07LA166,lung-M111-P07LA166
SAMPLE_1863,lung-P07LA168,lung-M82-P07LA168
SAMPLE_1864,lung-P07LA169,lung-M103-P07LA169
SAMPLE_1865,lung-P07LA170,lung-M109-P07LA170
SAMPLE_1866,lung-P07LA172,lung-M103-P07LA172
SAMPLE_1867,lung-P07LA173,lung-M109-P07LA173
SAMPLE_1868,lung-P07LA174,lung-M123-P07LA174
SAMPLE_1869,lung-P07LA175,lung-M110-P07LA175
SAMPLE_1870,lung-P07LA178,lung-M102-P07LA178
SAMPLE_1871,lung-P07LA179,lung-M117-P07LA179
SAMPLE_1872,lung-P07LA180,lung-M118-P07LA180
SAMPLE_1873,lung-P07LA182,lung-M106-P07LA182
SAMPLE_1874,lung-P07LA183,lung-M102-P07LA183
SAMPLE_1875,lung-P07LA184,lung-M103-P07LA184
SAMPLE_1876,lung-P07LA185,lung-M109-P07LA185
SAMPLE_1877,lung-P07LA186,lung-M103-P07LA186
SAMPLE_1878,lung-P07LA188,lung-M82-P07LA188
SAMPLE_1879,lung-P07LA189,lung-M118-P07LA189
SAMPLE_1880,lung-P07LA190,lung-M102-P07LA190
SAMPLE_1881,lung-P07LA192,lung-M116-P07LA192
SAMPLE_1882,lung-P07LA193,lung-M130-P07LA193
SAMPLE_1883,lung-P07LA194,lung-M106-P07LA194
SAMPLE_1884,lung-P07LA197,lung-M124-P07LA197
SAMPLE_1885,lung-P07LA198,lung-M126-P07LA198
SAMPLE_1886,lung-P07LA199,lung-M102-P07LA199
SAMPLE_1887,lung-P07LA200,lung-M126-P07LA200
SAMPLE_1888,lung-P07LA202,lung-M102-P07LA202
SAMPLE_1889,lung-P07LA203,lung-M138-P07LA203
SAMPLE_1890,lung-P07LA204,lung-M125-P07LA204
SAMPLE_1891,lung-P07LA205,lung-M126-P07LA205
SAMPLE_1892,lung-P07LA206,lung-M124-P07LA206
SAMPLE_1893,lung-P07LA415,lung-M82-P07LA415
SAMPLE_1894,lung-P07LA417,lung-M123-P07LA417
SAMPLE_1895,lung-P07LA420,lung-M116-P07LA420
SAMPLE_1896,lung-P07LA422,lung-M104-P07LA422
SAMPLE_1897,lung-P07LA423,lung-M121-P07LA423
SAMPLE_1898,lung-P07LA425,lung-M117-P07LA425
SAMPLE_1899,lung-P07LA426,lung-M104-P07LA426
SAMPLE_1900,lung-P07LA427,lung-M136-P07LA427
SAMPLE_1901,lung-P07LA428,lung-M103-P07LA428
SAMPLE_1902,lung-P07LA432,lung-M136-P07LA432
SAMPLE_1903,lung-P07LA434,lung-M101-P07LA434
SAMPLE_1904,lung-P07LA435,lung-M116-P07LA435
SAMPLE_1905,lung-P07LA436,lung-M101-P07LA436
SAMPLE_1906,lung-P07LA438,lung-M101-P07LA438
SAMPLE_1907,lung-P07LA447,lung-M136-P07LA447
SAMPLE_1908,lung-P07LA448,lung-M122-P07LA448
SAMPLE_1909,lung-P07LA459,lung-M82-P07LA459
SAMPLE_1910,lung-P07LA460,lung-M121-P07LA460
SAMPLE_1911,lung-P07LA461,lung-M82-P07LA461
SAMPLE_1912,lung-P07LA467,lung-M116-P07LA467
SAMPLE_1913,lung-P07LA469,lung-M136-P07LA469
SAMPLE_1914,lung-P07LA470,lung-M136-P07LA470
SAMPLE_1915,lung-P07LA471,lung-M125-P07LA471
SAMPLE_1916,lung-P07LA472,lung-M103-P07LA472
SAMPLE_1917,lung-P07LA475,lung-M121-P07LA475
SAMPLE_1918,lung-P07LA476,lung-M104-P07LA476
SAMPLE_1919,lung-P07LA477,lung-M103-P07LA477
SAMPLE_1920,lung-P07LA478,lung-M103-P07LA478
SAMPLE_1921,lung-P07LA482,lung-M101-P07LA482
SAMPLE_1922,lung-P07LA484,lung-M116-P07LA484
SAMPLE_1923,lung-P07LA485,lung-M104-P07LA485
SAMPLE_1924,lung-P07LA487,lung-M116-P07LA487
SAMPLE_1925,lung-P07LA488,lung-M101-P07LA488
SAMPLE_1926,lung-P07LA489,lung-M82-P07LA489
SAMPLE_1927,lung-P07LA491,lung-M101-P07LA491
SAMPLE_1928,lung-P07LA492,lung-M124-P07LA492
SAMPLE_1929,lung-P07LA494,lung-M123-P07LA494
SAMPLE_1930,lung-P07LA497,lung-M125-P07LA497
SAMPLE_1931,lung-P07LA498,lung-M123-P07LA498
SAMPLE_1932,lung-P07LA499,lung-M126-P07LA499
SAMPLE_1933,lung-P07LA500,lung-M103-P07LA500
SAMPLE_1934,lung-P07LA501,lung-M116-P07LA501
SAMPLE_1935,lung-P07LA506,lung-M103-P07LA506
SAMPLE_1936,lung-P07LA507,lung-M126-P07LA507
SAMPLE_1937,lung-P07LA512,lung-M116-P07LA512
SAMPLE_1938,lung-P07LA513,lung-M121-P07LA513
SAMPLE_1939,lung-P07LA836,lung-M312-M312-P07LA836
SAMPLE_1940,lung-P07LA841,lung-M312-M312-P07LA841
SAMPLE_1941,lung-P07LA846,lung-M324-P07LA846
SAMPLE_1942,lung-P07LA851,lung-M320-P07LA851
SAMPLE_1943,lung-P07LA858,lung-M315-P07LA858
SAMPLE_1944,lung-P07LA865,lung-M312-M312-P07LA865
SAMPLE_1945,lung-P07LA881,lung-M312-M312-P07LA881
SAMPLE_1946,lung-P07LA891,lung-M318-P07LA891
SAMPLE_1947,lung-P07LA898,lung-M314-P07LA898
SAMPLE_1948,lung-P07LA911,lung-M316-P07LA911
SAMPLE_1949,lung-P07LA922,lung-M314-P07LA922
SAMPLE_1950,lung-P07LB049,lung-M311-P07LB049
SAMPLE_1951,lung-P07LB077,lung-M311-P07LB077
SAMPLE_1952,lung-P07LB089,lung-M329-P07LB089
SAMPLE_1953,lung-P07LB099,lung-M324-P07LB099
SAMPLE_1954,lung-P07LB106,lung-M325-P07LB106
SAMPLE_1955,lung-P07LB108,lung-M321-P07LB108
SAMPLE_1956,lung-P07LB113,lung-M329-P07LB113
SAMPLE_1957,lung-P07LB117,lung-M327-P07LB117
SAMPLE_1958,lung-P07LB136,lung-M313-M313-P07LB136
SAMPLE_1959,lung-P07LB143,lung-M327-P07LB143
SAMPLE_1960,lung-P07LB149,lung-M314-P07LB149
SAMPLE_1961,lung-P07LB150,lung-M311-P07LB150
SAMPLE_1962,lung-P07LB155,lung-M326-P07LB155
SAMPLE_1963,lung-P07LB156,lung-M323-P07LB156
SAMPLE_1964,lung-P07LB157,lung-M328-P07LB157
SAMPLE_1965,lung-P07LB164,lung-M327-P07LB164
SAMPLE_1966,lung-P07LB165,lung-M311-P07LB165
SAMPLE_1967,lung-P07LB168,lung-M327-P07LB168
SAMPLE_1968,lung-P07LB169,lung-M327-P07LB169
SAMPLE_1969,lung-P07LB170,lung-M328-P07LB170
SAMPLE_1970,lung-P07LB171,lung-M329-P07LB171
SAMPLE_1971,lung-P07LB180,lung-M320-P07LB180
SAMPLE_1972,lung-P07LB183,lung-M315-P07LB183
SAMPLE_1973,lung-P07LB187,lung-M325-P07LB187
SAMPLE_1974,lung-P07LB189,lung-M313-M313-P07LB189
SAMPLE_1975,lung-P07LB190,lung-M326-P07LB190
SAMPLE_1976,lung-P07LB193,lung-M328-P07LB193
SAMPLE_1977,lung-P07LB198,lung-M324-P07LB198
SAMPLE_1978,lung-P07LB202,lung-M319-P07LB202
SAMPLE_1979,lung-P07LB203,lung-M315-P07LB203
SAMPLE_1980,lung-P07LB205,lung-M311-P07LB205
SAMPLE_1981,lung-P07LB208,lung-M316-P07LB208
SAMPLE_1982,lung-P07LB210,lung-M323-P07LB210
SAMPLE_1983,lung-P07LB215,lung-M318-P07LB215
SAMPLE_1984,lung-P07LB216,lung-M326-P07LB216
SAMPLE_1985,lung-P07LB219,lung-M313-M313-P07LB219
SAMPLE_1986,lung-P07LB220,lung-M329-P07LB220
SAMPLE_1987,lung-P07LB224,lung-M325-P07LB224
SAMPLE_1988,lung-P07LB231,lung-M313-M313-P07LB231
SAMPLE_1989,lung-P07LB234,lung-M323-P07LB234
SAMPLE_1990,lung-P07LB235,lung-M327-P07LB235
SAMPLE_1991,lung-P07LB236,lung-M327-P07LB236
SAMPLE_1992,lung-SF006,lung-M96-SF006
SAMPLE_1993,lung-SF021,lung-M98-SF021
SAMPLE_1994,lung-SF022,lung-M89-SF022
SAMPLE_1995,lung-SF036,lung-M99-SF036
SAMPLE_1996,lung-SF039,lung-M99-SF039
SAMPLE_1997,lung-SF050,lung-M101-SF050
SAMPLE_1998,lung-SF061,lung-M94-SF061
SAMPLE_1999,lung-SF069,lung-M95-SF069
SAMPLE_2000,lung-SF105,lung-M92-SF105
SAMPLE_2001,lung-SF112,lung-M100-SF112
SAMPLE_2002,lung-SF122,lung-M98-SF122
SAMPLE_2003,lung-SF124,lung-M100-SF124
SAMPLE_2004,lung-SF132,lung-M100-SF132
SAMPLE_2005,lung-SF134,lung-M100-SF134
SAMPLE_2006,lung-SF139,lung-M101-SF139
SAMPLE_2007,lung-SF141,lung-M92-SF141
SAMPLE_2008,lung-SF154,lung-M97-SF154
SAMPLE_2009,lung-SF170,lung-M94-SF170
SAMPLE_2010,lung-SF180,lung-M100-SF180
SAMPLE_2011,lung-SF184,lung-M101-SF184
SAMPLE_2012,lung-SF187,lung-M101-SF187
SAMPLE_2013,lung-SF188,lung-M90-SF188
SAMPLE_2014,lung-SF196,lung-M91-SF196
SAMPLE_2015,lung-SF197,lung-M100-SF197
SAMPLE_2016,lung-SF208,lung-M94-SF208
SAMPLE_2017,lung-SF216,lung-M96-SF216
SAMPLE_2018,lung-SF233,lung-M100-SF233
SAMPLE_2019,lung-SF241,lung-M100-SF241
SAMPLE_2020,lung-SF252,lung-M99-SF252
SAMPLE_2021,lung-SF253,lung-M99-SF253
SAMPLE_2022,lung-SF256,lung-M97-SF256
SAMPLE_2023,lung-SF257,lung-M99-SF257
SAMPLE_2024,lung-SF269,lung-M99-SF269
SAMPLE_2025,lung-SF280,lung-M99-SF280
SAMPLE_2026,lung-SF289,lung-M100-SF289
SAMPLE_2027,lung-SF300,lung-M91-SF300
SAMPLE_2028,lung-SF304,lung-M89-SF304
SAMPLE_2029,lung-SF310,lung-M96-SF310
SAMPLE_2030,lung-SF359,lung-M94-SF359
SAMPLE_2031,lung-SF361,lung-M96-SF361
SAMPLE_2032,lung-SF434,lung-M94-SF434
